ID,Age,Height,Weight,Sex,Total,Sport
674,33,168.0,75.0,M,0,Badminton
675,19,176.0,66.0,F,0,Water Polo
676,25,182.0,71.0,M,0,Fencing
677,22,174.0,70.0,F,0,Swimming
678,21,173.0,61.0,F,0,Swimming
679,23,,,M,0,Swimming
680,29,175.0,74.0,M,0,Wrestling
681,30,188.0,69.0,M,0,Athletics
682,26,171.0,62.0,F,0,Swimming
683,28,190.0,85.0,M,0,Athletics
684,22,185.0,75.0,M,0,Football
685,21,165.0,50.0,F,0,Badminton
686,26,170.0,66.0,F,0,Swimming
687,20,171.0,66.0,M,0,Football
688,22,186.0,74.0,F,1,Rowing
689,22,184.0,80.0,M,0,Football
690,26,185.0,76.0,M,0,Cycling - Road
691,29,180.0,71.0,M,0,Table Tennis
692,27,,,M,0,Tennis
693,26,181.0,,M,0,Taekwondo
694,26,190.0,91.0,M,0,Rowing
695,42,,,M,0,Equestrian
696,28,184.0,,M,0,Taekwondo
697,30,193.0,100.0,M,0,Canoe Sprint
698,24,195.0,97.0,M,0,Canoe Sprint
699,19,164.0,59.0,F,0,Swimming
700,26,175.0,64.0,M,0,Triathlon
701,30,,,M,0,Wrestling
702,23,180.0,91.0,M,0,Cycling - BMX
703,25,179.0,68.0,M,0,Athletics
704,23,193.0,98.0,M,0,Athletics
705,36,201.0,111.0,M,0,Water Polo
706,20,193.0,83.0,M,0,Athletics
707,33,176.0,78.0,M,1,Canoe Slalom
708,22,181.0,67.0,F,1,Swimming
709,23,192.0,83.0,M,0,Athletics
710,32,190.0,76.0,M,0,Cycling - Road
711,24,188.0,90.0,M,0,Swimming
712,23,197.0,93.0,M,0,Volleyball
713,23,196.0,93.0,M,0,Volleyball
714,24,170.0,62.0,F,0,Athletics
715,20,170.0,,F,0,Synchronised Swimming
716,24,155.0,50.0,M,0,Athletics
717,21,175.0,59.0,F,0,Athletics
718,41,178.0,90.0,M,0,Shooting
719,24,,,M,0,Shooting
720,23,189.0,81.0,M,0,Hockey
721,15,172.0,60.0,F,0,Swimming
722,25,169.0,58.0,M,0,Athletics
723,23,165.0,,M,0,Gymnastics - Artistic
724,25,,,M,0,Wrestling
725,22,168.0,58.0,F,0,Swimming
726,30,177.0,96.0,M,0,Wrestling
727,37,188.0,90.0,M,0,Canoe Sprint
728,24,186.0,98.0,M,0,Sailing
729,23,190.0,80.0,M,0,Football
730,28,,,F,0,Athletics
731,26,175.0,69.0,M,0,Fencing
732,22,174.0,69.0,M,0,Swimming
733,33,191.0,95.0,M,0,Handball
734,40,170.0,67.0,F,0,Equestrian
735,31,180.0,77.0,M,0,Hockey
736,26,181.0,70.0,F,0,Hockey
737,21,173.0,,M,0,Boxing
738,23,176.0,60.0,M,0,Athletics
739,27,175.0,70.0,M,0,Hockey
740,25,180.0,67.0,F,1,Swimming
741,23,189.0,80.0,M,0,Athletics
742,21,186.0,80.0,M,0,Swimming
743,39,166.0,89.0,F,0,Shooting
744,28,175.0,70.0,F,0,Tennis
745,28,165.0,60.0,F,0,Athletics
746,28,186.0,120.0,M,0,Wrestling
747,26,160.0,50.0,F,0,Athletics
748,15,,,F,0,Swimming
749,25,,,M,0,Archery
750,25,200.0,81.0,M,0,Athletics
751,24,167.0,65.0,F,0,Badminton
752,28,188.0,88.0,M,0,Rowing
753,27,190.0,100.0,M,0,Athletics
754,22,197.0,90.0,M,0,Handball
755,23,168.0,56.0,F,0,Archery
756,25,178.0,64.0,F,0,Athletics
757,35,180.0,71.0,M,0,Triathlon
758,25,170.0,58.0,F,0,Athletics
759,16,170.0,60.0,F,0,Swimming
760,25,181.0,68.0,F,0,Beach Volleyball
761,38,187.0,89.0,M,0,Water Polo
762,23,195.0,95.0,M,0,Handball
763,22,175.0,63.0,F,0,Athletics
764,22,158.0,60.0,F,0,Cycling - Track
765,31,188.0,72.0,F,0,Volleyball
766,22,171.0,70.0,F,0,Sailing
767,19,171.0,56.0,F,0,Equestrian
768,22,171.0,71.0,M,0,Football
769,23,177.0,65.0,F,0,Swimming
770,31,179.0,70.0,F,0,Judo
771,28,195.0,84.0,M,0,Swimming
772,29,194.0,85.0,M,0,Basketball
773,31,178.0,78.0,F,0,Handball
774,23,168.0,58.0,F,0,Athletics
775,28,170.0,63.0,F,0,Swimming
776,23,182.0,70.0,M,0,Football
777,26,160.0,48.0,F,0,Weightlifting
778,27,181.0,69.0,F,0,Football
779,32,185.0,74.0,M,0,Volleyball
780,25,180.0,73.0,F,0,Handball
781,21,178.0,76.0,F,0,Football
782,29,170.0,79.0,M,0,Shooting
783,32,,,M,0,Boxing
784,28,205.0,97.0,M,0,Basketball
785,21,189.0,75.0,M,0,Athletics
786,19,171.0,57.0,F,0,Archery
787,25,162.0,,M,0,Boxing
788,30,178.0,73.0,F,0,Football
789,32,175.0,64.0,F,0,Handball
790,29,188.0,120.0,M,0,Wrestling
791,24,183.0,70.0,M,0,Rowing
792,23,175.0,58.0,F,0,Athletics
793,23,180.0,74.0,M,0,Football
794,23,171.0,59.0,F,2,Swimming
795,30,177.0,66.0,M,0,Sailing
796,21,183.0,64.0,F,0,Athletics
797,19,157.0,,M,0,Boxing
798,28,171.0,58.0,F,0,Hockey
799,29,176.0,65.0,M,0,Athletics
800,29,,,F,0,Athletics
801,25,193.0,94.0,M,0,Athletics
802,19,191.0,73.0,M,0,Athletics
803,21,172.0,60.0,M,0,Athletics
804,19,173.0,75.0,F,0,Handball
805,32,160.0,50.0,F,0,Athletics
806,23,163.0,52.0,F,0,Diving
807,20,178.0,66.0,M,0,Athletics
808,56,180.0,78.0,M,0,Equestrian
809,29,,,M,0,Athletics
810,18,163.0,58.0,F,0,Swimming
811,21,189.0,65.0,M,0,Athletics
812,23,188.0,73.0,M,1,Rowing
813,27,184.0,73.0,M,0,Cycling - Road
814,28,170.0,61.0,F,0,Diving
815,21,175.0,64.0,F,0,Basketball
816,27,170.0,55.0,F,1,Shooting
817,34,187.0,143.0,M,0,Athletics
818,22,185.0,75.0,F,0,Tennis
819,22,184.0,60.0,M,0,Athletics
820,30,168.0,74.0,F,0,Shooting
821,24,169.0,63.0,F,0,Hockey
822,28,178.0,73.0,M,1,Rowing
823,25,198.0,96.0,M,0,Volleyball
824,29,190.0,98.0,M,0,Swimming
825,40,189.0,85.0,M,0,Shooting
826,26,175.0,56.0,F,0,Athletics
827,22,174.0,65.0,F,0,Basketball
828,21,173.0,,F,0,Taekwondo
829,30,172.0,54.0,M,0,Athletics
830,18,184.0,85.0,M,0,Football
831,28,170.0,73.0,M,0,Athletics
832,25,182.0,72.0,M,0,Athletics
833,22,174.0,71.0,M,0,Football
834,29,157.0,58.0,F,0,Hockey
835,21,170.0,,F,0,Synchronised Swimming
836,24,182.0,77.0,F,0,Handball
837,29,191.0,81.0,M,0,Sailing
838,21,192.0,89.0,M,0,Football
839,23,183.0,77.0,M,0,Athletics
840,23,,,F,0,Shooting
841,28,178.0,68.0,M,0,Cycling - Mountain Bike
842,24,184.0,79.0,M,0,Swimming
843,30,170.0,60.0,M,0,Athletics
844,24,171.0,,M,0,Gymnastics - Artistic
845,23,173.0,53.0,F,0,Cycling - Road
846,22,,,F,0,Swimming
847,24,167.0,62.0,F,0,Diving
848,31,193.0,89.0,F,0,Basketball
849,33,180.0,68.0,M,0,Athletics
850,25,190.0,92.0,M,1,Rowing
851,24,161.0,48.0,F,0,Cycling - Mountain Bike
852,23,203.0,96.0,M,0,Basketball
853,27,172.0,58.0,F,0,Handball
854,27,190.0,80.0,M,0,Cycling - Road
855,27,181.0,94.0,M,1,Cycling - Track
856,29,188.0,77.0,M,0,Sailing
857,23,178.0,55.0,F,0,Athletics
858,20,176.0,68.0,F,0,Swimming
859,33,181.0,71.0,F,0,Badminton
860,39,173.0,59.0,F,0,Cycling - Track
861,19,180.0,73.0,M,0,Swimming
862,25,182.0,90.0,M,0,Judo
863,30,183.0,72.0,F,0,Beach Volleyball
864,26,175.0,66.0,M,0,Wrestling
865,32,163.0,55.0,M,0,Wrestling
866,26,189.0,80.0,M,0,Athletics
867,25,208.0,115.0,M,0,Basketball
868,30,167.0,,M,0,Taekwondo
869,28,167.0,69.0,M,0,Weightlifting
870,25,160.0,55.0,M,0,Wrestling
871,27,168.0,66.0,M,0,Wrestling
872,24,175.0,64.0,M,0,Athletics
873,30,165.0,62.0,M,0,Weightlifting
874,31,170.0,66.0,M,0,Cycling - Road
875,24,170.0,59.0,F,0,Diving
876,28,174.0,58.0,F,0,Triathlon
877,29,170.0,,F,0,Athletics
878,27,167.0,58.0,F,0,Sailing
879,28,172.0,60.0,F,0,Athletics
880,25,180.0,79.0,F,0,Water Polo
881,27,193.0,115.0,M,0,Water Polo
882,26,182.0,65.0,F,0,Volleyball
883,36,201.0,100.0,M,0,Water Polo
884,22,162.0,50.0,F,0,Swimming
885,23,166.0,69.0,F,0,Weightlifting
886,25,164.0,60.0,F,0,Archery
887,25,183.0,76.0,M,0,Fencing
888,30,191.0,91.0,M,0,Canoe Sprint
889,21,165.0,,M,0,Boxing
890,27,169.0,56.0,F,0,Equestrian
891,29,173.0,63.0,F,0,"Cycling - Road, Cycling - Track"
892,20,,,F,0,Athletics
893,23,202.0,96.0,M,0,Rowing
894,24,175.0,57.0,F,0,Athletics
895,25,160.0,58.0,F,0,Weightlifting
896,21,181.0,67.0,F,0,Tennis
897,23,163.0,,M,0,Gymnastics - Artistic
898,27,196.0,94.0,M,0,Athletics
899,28,180.0,71.0,F,0,Basketball
900,19,168.0,66.0,F,1,Swimming
901,33,191.0,72.0,F,0,Athletics
902,30,167.0,59.0,M,0,Athletics
903,25,168.0,62.0,M,0,Athletics
904,21,195.0,88.0,M,0,Athletics
905,22,,,M,0,Wrestling
906,31,178.0,70.0,M,0,Athletics
907,30,180.0,70.0,F,0,Sailing
908,29,173.0,62.0,M,0,Sailing
909,27,176.0,72.0,F,1,Rowing
910,23,156.0,44.0,F,0,Athletics
911,24,168.0,46.0,F,0,Athletics
912,17,176.0,58.0,F,0,Volleyball
913,27,173.0,64.0,F,0,Water Polo
914,21,,,F,0,Athletics
915,26,173.0,58.0,F,0,Shooting
916,26,200.0,105.0,M,0,Handball
917,21,173.0,58.0,F,0,Athletics
918,22,180.0,75.0,M,0,Swimming
919,24,150.0,43.0,F,0,Diving
920,29,175.0,75.0,M,0,Cycling - Track
921,29,158.0,60.0,F,0,Football
922,22,184.0,76.0,M,0,Football
923,35,193.0,93.0,M,0,Beach Volleyball
924,33,175.0,64.0,M,0,Football
925,23,163.0,59.0,F,0,Athletics
926,31,155.0,57.0,F,0,Judo
927,24,,,M,0,Tennis
928,24,167.0,60.0,M,0,Wrestling
929,26,,,F,0,Athletics
930,21,170.0,60.0,F,1,Swimming
931,19,164.0,46.0,F,0,Cycling - Mountain Bike
932,23,185.0,76.0,M,0,Swimming
933,23,180.0,,M,0,Boxing
934,18,167.0,50.0,F,0,Water Polo
935,30,173.0,59.0,F,0,Rowing
936,31,180.0,70.0,M,0,Rowing
937,25,172.0,60.0,F,0,Swimming
938,26,184.0,72.0,F,0,Basketball
939,20,165.0,,M,0,Gymnastics - Artistic
940,22,184.0,74.0,M,0,Football
941,23,165.0,65.0,M,0,Wrestling
942,26,168.0,49.0,F,0,Athletics
943,22,175.0,61.0,F,0,Fencing
944,33,183.0,88.0,M,0,Volleyball
945,21,170.0,,F,0,Taekwondo
946,29,195.0,88.0,M,0,Volleyball
947,18,173.0,60.0,F,0,Canoe Sprint
948,23,204.0,102.0,M,0,Basketball
949,30,187.0,73.0,M,0,Volleyball
950,27,176.0,54.0,M,0,Athletics
951,28,195.0,89.0,M,0,Football
952,21,172.0,60.0,M,0,Wrestling
953,26,184.0,78.0,M,0,Canoe Sprint
954,21,181.0,84.0,M,0,Canoe Sprint
955,25,180.0,,M,0,Boxing
956,20,185.0,73.0,M,0,Athletics
957,27,175.0,68.0,M,0,Diving
958,26,198.0,88.0,M,0,Modern Pentathlon
959,37,198.0,95.0,M,0,Beach Volleyball
960,23,155.0,50.0,F,1,Diving
961,25,182.0,79.0,M,0,Football
962,19,163.0,50.0,F,0,Athletics
963,50,171.0,70.0,M,0,Equestrian
964,18,163.0,48.0,F,0,Wrestling
965,26,178.0,65.0,F,0,Football
966,32,162.0,58.0,F,0,Fencing
967,21,165.0,57.0,F,0,Swimming
968,23,160.0,48.0,F,0,Diving
969,22,173.0,61.0,F,0,Cycling - Mountain Bike
970,30,185.0,79.0,M,0,Tennis
971,37,175.0,56.0,F,0,Triathlon
972,27,175.0,70.0,M,0,Athletics
973,22,188.0,70.0,M,0,Football
974,35,161.0,52.0,F,0,Equestrian
975,22,178.0,68.0,F,0,Volleyball
976,18,183.0,76.0,M,0,Swimming
977,31,183.0,73.0,F,0,Fencing
978,43,182.0,85.0,M,0,Table Tennis
979,29,166.0,,M,0,Gymnastics - Artistic
980,29,180.0,65.0,M,0,Cycling - Road
981,27,166.0,,M,0,Gymnastics - Artistic
982,25,175.0,68.0,M,0,Cycling - Road
983,26,195.0,92.0,M,0,Tennis
984,26,195.0,85.0,M,0,Sailing
985,24,188.0,93.0,M,2,Swimming
986,26,174.0,72.0,F,0,Swimming
987,24,163.0,47.0,F,0,Athletics
988,28,198.0,93.0,M,0,Volleyball
989,16,165.0,,F,0,Gymnastics - Rhythmic
990,32,173.0,77.0,F,0,Volleyball
991,23,176.0,70.0,M,0,Football
992,29,,,M,0,Wrestling
993,30,187.0,92.0,M,1,Rowing
994,16,163.0,,F,0,Gymnastics - Artistic
995,27,186.0,61.0,F,0,Athletics
996,25,184.0,76.0,M,0,Athletics
997,23,171.0,64.0,F,0,Football
998,27,191.0,86.0,M,0,Hockey
999,27,175.0,64.0,F,0,Athletics
1000,24,170.0,,M,0,Boxing
1001,26,165.0,58.0,F,0,Athletics
1002,31,183.0,70.0,F,0,Sailing
1003,27,178.0,,M,0,Gymnastics - Artistic
1004,29,184.0,81.0,M,0,Tennis
1005,25,,51.0,F,1,Judo
1006,25,150.0,48.0,F,0,Wrestling
1007,22,152.0,56.0,M,0,Weightlifting
1008,45,175.0,64.0,M,0,Athletics
1009,25,189.0,83.0,M,0,Cycling - Track
1010,29,196.0,90.0,M,1,Swimming
1011,26,173.0,72.0,F,0,Wrestling
1012,31,165.0,57.0,F,0,Athletics
1013,25,170.0,60.0,F,0,Athletics
1014,25,170.0,50.0,F,0,Handball
1015,36,168.0,,F,0,Synchronised Swimming
1016,30,183.0,70.0,M,0,Rowing
1017,25,183.0,77.0,M,0,Sailing
1018,20,190.0,81.0,M,0,Swimming
1019,23,178.0,70.0,F,0,Football
1020,23,186.0,80.0,M,0,Sailing
1021,27,191.0,97.0,M,0,Rowing
1022,34,171.0,63.0,F,0,Volleyball
1023,24,178.0,68.0,F,0,Rowing
1024,22,180.0,73.0,M,0,Football
1025,31,180.0,69.0,F,0,Sailing
1026,34,177.0,73.0,F,0,Sailing
1027,21,175.0,62.0,F,0,Fencing
1028,23,175.0,62.0,F,0,Fencing
1029,31,172.0,60.0,F,0,Swimming
1030,26,183.0,85.0,F,0,Athletics
1031,27,186.0,75.0,F,0,Rowing
1032,26,163.0,72.0,F,0,Wrestling
1033,24,178.0,72.0,F,0,Sailing
1034,30,,,M,0,Athletics
1035,27,184.0,,M,0,Boxing
1036,26,173.0,84.0,M,0,Wrestling
1037,25,191.0,81.0,M,0,"Cycling - Mountain Bike, Cycling - Track"
1038,30,170.0,63.0,M,0,Shooting
1039,20,168.0,70.0,F,0,Football
1040,18,180.0,68.0,F,0,Swimming
1041,27,183.0,84.0,M,0,Canoe Sprint
1042,26,180.0,120.0,M,0,Wrestling
1043,38,,,M,0,Tennis
1044,19,,,M,0,Hockey
1045,26,191.0,100.0,M,0,Judo
1046,27,165.0,52.0,F,0,Swimming
1047,22,170.0,74.0,F,0,Swimming
1048,23,175.0,74.0,F,0,Water Polo
1049,21,176.0,63.0,F,0,Cycling - Road
1050,34,176.0,96.0,F,0,Athletics
1051,19,182.0,80.0,M,0,Swimming
1052,18,180.0,100.0,M,0,Weightlifting
1053,22,168.0,63.0,M,0,Football
1054,23,186.0,87.0,M,0,Swimming
1055,25,195.0,95.0,M,0,Swimming
1056,25,178.0,73.0,M,0,Sailing
1057,25,173.0,80.0,M,0,Cycling - Track
1058,19,177.0,90.0,M,0,Athletics
1059,28,177.0,72.0,F,0,Table Tennis
1060,25,158.0,62.0,M,0,Weightlifting
1061,27,160.0,60.0,M,0,Wrestling
1062,18,176.0,,F,0,Gymnastics - Rhythmic
1063,27,172.0,69.0,M,0,Weightlifting
1064,39,179.0,63.0,F,0,Football
1065,29,,,M,0,Shooting
1066,39,188.0,105.0,M,0,Shooting
1067,27,,,M,0,Athletics
1068,22,165.0,91.0,F,0,Athletics
1069,23,176.0,69.0,M,0,Swimming
1070,31,196.0,99.0,M,0,Beach Volleyball
1071,31,200.0,95.0,M,0,Volleyball
1072,24,167.0,47.0,F,0,Athletics
1073,24,189.0,86.0,M,0,Canoe Sprint
1074,31,175.0,67.0,F,0,Basketball
1075,39,191.0,93.0,M,0,Sailing
1076,27,189.0,71.0,M,0,Athletics
1077,24,177.0,65.0,M,0,Athletics
1078,36,196.0,102.0,M,0,Water Polo
1079,32,180.0,81.0,M,1,Judo
1080,23,189.0,85.0,F,0,Basketball
1081,23,173.0,59.0,F,0,Athletics
1082,25,186.0,80.0,M,0,Sailing
1083,19,172.0,68.0,M,0,Football
1084,25,161.0,66.0,F,0,Archery
1085,42,189.0,104.0,M,0,Sailing
1086,24,188.0,83.0,M,0,Hockey
1087,16,155.0,,F,0,Gymnastics - Artistic
1088,15,167.0,60.0,F,0,Diving
1089,23,181.0,70.0,F,0,Volleyball
1090,25,178.0,64.0,F,0,Athletics
1091,22,180.0,76.0,M,0,Athletics
1092,24,169.0,,F,0,Gymnastics - Rhythmic
1093,33,170.0,70.0,F,0,Judo
1094,29,175.0,120.0,F,0,Judo
1095,29,154.0,48.0,F,0,Judo
1096,25,185.0,218.0,M,0,Judo
1097,20,173.0,81.0,F,0,Water Polo
1098,20,166.0,52.0,F,0,Fencing
1099,19,183.0,73.0,M,0,Swimming
1100,20,175.0,70.0,F,0,Athletics
1101,30,167.0,46.0,F,0,Athletics
1102,24,180.0,88.0,M,0,Athletics
1103,28,184.0,90.0,M,0,Canoe Sprint
1104,30,199.0,90.0,M,0,Rowing
1105,25,180.0,73.0,F,0,Handball
1106,18,173.0,,F,0,Gymnastics - Rhythmic
1107,27,187.0,99.0,M,0,Judo
1108,22,175.0,64.0,F,0,Athletics
1109,20,172.0,58.0,F,0,Athletics
1110,22,180.0,72.0,M,0,Equestrian
1111,18,171.0,58.0,F,0,Swimming
1112,26,165.0,60.0,F,0,Hockey
1113,25,,,M,0,Cycling - Road
1114,26,211.0,114.0,M,0,Basketball
1115,24,167.0,49.0,F,0,Athletics
1116,25,179.0,68.0,M,0,Table Tennis
1117,23,180.0,65.0,M,0,Cycling - Track
1118,20,186.0,79.0,M,0,Hockey
1119,34,170.0,62.0,F,0,Cycling - Track
1120,20,160.0,,F,0,Gymnastics - Artistic
1121,24,178.0,66.0,F,0,Athletics
1122,27,174.0,65.0,M,0,Cycling - Road
1123,33,179.0,71.0,F,0,Handball
1124,32,186.0,75.0,M,0,Badminton
1125,30,162.0,55.0,F,1,Shooting
1126,26,170.0,55.0,F,0,Swimming
1127,45,181.0,105.0,M,0,Shooting
1128,29,178.0,77.0,M,0,Tennis
1129,16,155.0,43.0,F,0,Swimming
1130,26,211.0,115.0,M,0,Volleyball
1131,19,186.0,80.0,M,0,Swimming
1132,24,179.0,70.0,F,0,Sailing
1133,23,183.0,71.0,F,0,Athletics
1134,27,191.0,86.0,M,0,Basketball
1135,23,183.0,90.0,M,0,Judo
1136,26,177.0,70.0,M,0,Cycling - Road
1137,17,183.0,73.0,M,0,Swimming
1138,31,181.0,74.0,M,0,Table Tennis
1139,21,179.0,69.0,F,0,Water Polo
1140,24,190.0,90.0,M,0,Swimming
1141,27,178.0,68.0,F,0,Athletics
1142,25,196.0,93.0,M,0,Athletics
1143,30,,96.0,M,0,Wrestling
1144,21,186.0,84.0,M,0,Wrestling
1145,29,167.0,,F,0,Synchronised Swimming
1146,32,162.0,53.0,F,0,Football
1147,26,189.0,91.0,M,1,Rowing
1148,30,169.0,59.0,F,0,Fencing
1149,18,172.0,63.0,M,0,Diving
1150,22,197.0,80.0,M,0,Athletics
1151,25,175.0,62.0,F,0,Tennis
1152,24,198.0,118.0,M,0,Judo
1153,38,176.0,91.0,M,0,Shooting
1154,28,184.0,72.0,F,0,Handball
1155,26,173.0,58.0,F,0,Shooting
1156,23,180.0,81.0,M,0,Athletics
1157,24,172.0,60.0,F,0,Athletics
1158,21,,,M,0,Athletics
1159,35,188.0,85.0,M,0,Volleyball
1160,27,180.0,105.0,M,0,Weightlifting
1161,24,,,F,0,Athletics
1162,28,,,M,0,Wrestling
1163,17,174.0,61.0,F,1,Swimming
1164,22,161.0,,F,0,Gymnastics - Artistic
1165,33,183.0,74.0,M,0,Sailing
1166,26,191.0,81.0,M,0,Cycling - Road
1167,25,172.0,65.0,F,0,Hockey
1168,22,184.0,81.0,M,0,Hockey
1169,31,192.0,82.0,M,0,Cycling - Road
1170,23,182.0,80.0,M,0,Sailing
1171,25,165.0,53.0,F,0,Athletics
1172,21,190.0,93.0,M,0,Rowing
1173,27,175.0,65.0,F,0,Football
1174,18,175.0,66.0,F,0,Swimming
1175,32,,,M,0,Tennis
1176,29,170.0,73.0,M,0,Judo
1177,25,195.0,128.0,M,0,Judo
1178,22,,,M,0,Rowing
1179,25,178.0,63.0,M,0,Athletics
1180,33,172.0,91.0,F,0,Athletics
1181,23,195.0,94.0,M,0,Fencing
1182,21,162.0,60.0,F,0,Athletics
1183,26,,,M,0,Athletics
1184,21,185.0,82.0,M,0,Football
1185,26,190.0,80.0,F,0,Volleyball
1186,29,178.0,93.0,M,0,Cycling - Track
1187,24,180.0,67.0,M,0,Athletics
1188,24,180.0,67.0,M,0,Athletics
1189,21,,,F,0,Athletics
1190,23,180.0,78.0,F,0,Athletics
1191,25,189.0,100.0,M,0,Judo
1192,31,163.0,50.0,F,0,Athletics
1193,16,164.0,54.0,F,0,Swimming
1194,30,182.0,110.0,M,0,Athletics
1195,28,180.0,77.0,M,0,Swimming
1196,29,190.0,96.0,M,0,Sailing
1197,31,182.0,73.0,M,0,Athletics
1198,31,177.0,72.0,F,0,Canoe Sprint
1199,24,181.0,69.0,F,0,Hockey
1200,34,175.0,62.0,F,0,Sailing
1201,32,183.0,70.0,F,1,Judo
1202,18,179.0,59.0,F,0,Volleyball
1203,23,175.0,65.0,F,0,Volleyball
1204,29,196.0,96.0,M,0,Water Polo
1205,30,170.0,62.0,F,0,Athletics
1206,30,176.0,64.0,F,0,Handball
1207,27,,,M,0,Athletics
1208,20,183.0,73.0,M,0,Athletics
1209,28,161.0,,M,0,Gymnastics - Artistic
1210,23,189.0,82.0,M,0,Football
1211,23,180.0,81.0,M,0,Judo
1212,29,157.0,46.0,F,0,Athletics
1213,30,172.0,,M,0,Gymnastics - Artistic
1214,23,167.0,56.0,F,0,Fencing
1215,58,181.0,78.0,M,0,Equestrian
1216,22,190.0,75.0,M,0,Athletics
1217,23,175.0,73.0,M,1,Diving
1218,29,165.0,,F,0,Synchronised Swimming
1219,22,185.0,83.0,M,0,Handball
1220,25,175.0,69.0,F,0,Football
1221,24,185.0,,M,0,Taekwondo
1222,21,176.0,64.0,F,0,Volleyball
1223,28,173.0,57.0,F,0,Judo
1224,30,177.0,76.0,M,0,Canoe Slalom
1225,25,160.0,52.0,F,0,Football
1226,25,183.0,,M,0,Boxing
1227,17,153.0,,F,0,Gymnastics - Artistic
1228,21,190.0,80.0,M,0,Football
1229,18,173.0,54.0,M,0,Athletics
1230,34,170.0,58.0,M,0,Athletics
1231,20,184.0,69.0,M,0,Swimming
1232,32,181.0,77.0,M,0,"Cycling - Road, Cycling - Track"
1233,17,177.0,60.0,F,0,Volleyball
1234,23,187.0,75.0,F,0,Rowing
1235,29,180.0,74.0,F,0,Sailing
1236,21,170.0,68.0,M,0,Football
1237,18,163.0,59.0,F,0,Diving
1238,27,184.0,71.0,F,1,Rowing
1239,24,177.0,66.0,F,0,Sailing
1240,31,172.0,64.0,M,0,Fencing
1241,29,196.0,86.0,M,0,Swimming
1242,18,170.0,58.0,F,0,Football
1243,29,175.0,73.0,M,0,Modern Pentathlon
1244,35,173.0,67.0,F,0,Football
1245,25,172.0,,M,0,Gymnastics - Artistic
1246,25,183.0,76.0,M,0,Athletics
1247,25,169.0,60.0,F,0,Hockey
1248,28,171.0,59.0,F,0,Athletics
1249,26,186.0,82.0,M,0,Fencing
1250,24,183.0,67.0,F,0,Swimming
1251,21,182.0,81.0,M,0,Judo
1252,31,178.0,70.0,M,0,Cycling - Road
1253,21,173.0,72.0,M,0,Canoe Slalom
1254,25,200.0,103.0,M,0,Rowing
1255,35,189.0,88.0,M,0,Canoe Sprint
1256,34,180.0,78.0,M,0,Tennis
1257,22,169.0,59.0,F,0,Football
1258,27,184.0,75.0,F,0,Volleyball
1259,22,170.0,,M,0,Boxing
1260,25,189.0,91.0,M,0,Rowing
1261,28,178.0,60.0,M,0,Cycling - Road
1262,24,196.0,82.0,F,0,Volleyball
1263,25,187.0,82.0,M,0,Swimming
1264,22,168.0,,F,0,Synchronised Swimming
1265,29,174.0,58.0,M,0,Athletics
1266,27,175.0,63.0,F,0,Fencing
1267,26,171.0,64.0,M,0,Equestrian
1268,27,185.0,100.0,M,0,Judo
1269,24,185.0,77.0,M,0,Athletics
1270,22,182.0,77.0,M,0,Athletics
1271,24,202.0,88.0,M,0,Volleyball
1272,24,201.0,87.0,M,0,Volleyball
1273,24,174.0,64.0,M,0,Sailing
1274,22,197.0,102.0,M,0,Rowing
1275,24,198.0,85.0,M,0,Athletics
1276,27,180.0,,M,0,Boxing
1277,36,173.0,63.0,F,0,Fencing
1278,25,160.0,47.0,F,0,Triathlon
1279,27,,108.0,M,0,Judo
1280,26,201.0,,M,0,Boxing
1281,37,178.0,78.0,M,0,Equestrian
1282,21,174.0,66.0,F,0,Athletics
1283,32,172.0,,F,0,Handball
1284,27,,,M,0,Shooting
1285,24,192.0,92.0,M,0,Canoe Sprint
1286,26,175.0,70.0,M,0,Athletics
1287,21,159.0,,F,0,Gymnastics - Artistic
1288,29,193.0,93.0,M,0,Rowing
1289,24,168.0,63.0,F,0,Cycling - Track
1290,27,182.0,68.0,M,0,Cycling - Road
1291,23,167.0,53.0,F,0,Cycling - Mountain Bike
1292,19,175.0,78.0,M,0,Cycling - BMX
1293,27,194.0,88.0,M,0,Water Polo
1294,36,180.0,76.0,M,0,Shooting
1295,24,172.0,71.0,M,0,Hockey
1296,24,182.0,76.0,F,0,Canoe Sprint
1297,29,174.0,71.0,F,0,Hockey
1298,30,186.0,86.0,M,0,Beach Volleyball
1299,28,169.0,77.0,F,0,Archery
1300,25,186.0,70.0,M,1,Rowing
1301,27,158.0,43.0,F,0,Athletics
1302,36,158.0,50.0,F,0,Shooting
1303,16,163.0,52.0,F,0,Diving
1304,25,183.0,90.0,M,0,Canoe Sprint
1305,23,169.0,60.0,F,0,Hockey
1306,24,179.0,98.0,M,0,Shooting
1307,22,171.0,63.0,F,0,Athletics
1308,29,179.0,91.0,M,0,Shooting
1309,29,161.0,54.0,F,0,Cycling - Road
1310,44,175.0,66.0,F,0,Equestrian
1311,28,198.0,123.0,M,0,Athletics
1312,22,183.0,109.0,F,0,Athletics
1313,20,186.0,73.0,M,0,Swimming
1314,42,,,M,0,Shooting
1315,20,198.0,79.0,M,0,Athletics
1316,23,196.0,95.0,M,0,Swimming
1317,17,168.0,71.0,F,0,Swimming
1318,33,178.0,75.0,M,0,Athletics
1319,26,198.0,106.0,M,1,Rowing
